,A,B,K,d,r,s,D,j,j_deg,gmm
668,-90975254056423173896138943158318346853642861355627545659023281291091217063022805424*theta_K^2 + 463906034359380860558390305766107153303230741633082441541234055295489169428001961888*theta_K - 355089889610384659025644930804816236472496515870301173588805967462928517112643817904,-68129134851839202254948469793524730160060855534530685017987020663321480573935891062045558233881142782178211570701605214543360*theta_K^2 + 347407842948702906622104509007319984286355062565056933817877663438069381320970933388708545174927146259191608616782584026966528*theta_K - 265918102946837050393897559594106600247406523610326033499512476315608834846458082495495816246840215317332751311042119257225856,x^3 - x^2 - 17*x + 16,3,3,0,17989,x^3 - 128790882217858394278*x^2 - 4991448754690259675370784*x + 7577900981539692133167489023,3,True
669,-17007616/3*theta_K^2 + 86726144/3*theta_K - 22127792,-304082980864/9*theta_K^2 + 4651790133248/27*theta_K - 3560642725760/27,x^3 - x^2 - 17*x + 16,3,3,0,17989,x^3 - 2814306484934830282*x^2 + 3044193271389456553376800*x + 353533168149023893976158150657,3,True
670,-42882208/3*theta_K^2 + 218788208/3*theta_K - 55959552,-1218438371968/9*theta_K^2 + 18639535306112/27*theta_K - 14267863808000/27,x^3 - x^2 - 17*x + 16,3,3,0,17989,x^3 - 2814306484934830282*x^2 + 3044193271389456553376800*x + 353533168149023893976158150657,3,False
671,-22973742317568*theta_K^2 - 109901066010624*theta_K - 107246763638784,-64966798814021156864*theta_K^2 - 310786280295529185280*theta_K - 303280265414609731584,x^3 - x^2 - 23*x - 27,3,3,0,18228,1792,1,False
672,-438311662128397310116060016283957577092728395991265312768*theta_K^2 - 2096781545075616965018852574611064389083080194537212084224*theta_K - 2046140614733899071777940136133770774596507216228997136384,-28648143387673248413784033367234734997956905772990288122804273884527282162454268739584*theta_K^2 - 137046154087345667108857861659814204012776203872348556211075442249415265353333399879680*theta_K - 133736257424680166154818697898253960372256977038372298659044471431398238638459431419904,x^3 - x^2 - 23*x - 27,3,3,0,18228,406749952,1,False
673,-4/3*theta_K,-352/27,x^3 - 52,3,1,1,-18252,-208,1,False
674,-3663533885330131273879142400000000,85285847856188844796699056555007672320000000000000,x^3 - 52,3,1,1,-18252,1168128,1,False
675,-484/3*theta_K,-153568/27,x^3 - 52,3,1,1,-18252,-368484688,1,False
676,-1358480/3*theta_K^2 + 5105920/3*theta_K + 4445952,4550917120/9*theta_K^2 - 17132503040/9*theta_K - 134192843648/27,x^3 - 24*x - 37,3,3,0,18333,x^3 + 287493*x^2 - 1116570717*x + 1009328859791,3,True
677,22187303/3*theta_K^2 - 17154478/3*theta_K - 562885393/3,-336682272034/9*theta_K^2 + 219604649092/9*theta_K + 26288711328682/27,x^3 - 27*x - 14,3,3,0,18360,x^3 + 960261*x^2 - 1747244535*x + 639835421113,3,True
678,129982688702503/3*theta_K^2 - 68090459714254/3*theta_K - 1157954638898939,5059233105709795929982/9*theta_K^2 - 2650241439133420745020/9*theta_K - 405632954069170605004022/27,x^3 - 27*x - 14,3,3,0,18360,x^3 + 960261*x^2 - 1747244535*x + 639835421113,3,True
679,-8945147421498429429552,-1272931804605070474587535540894848,x^3 + 11*x - 22,3,1,1,-18392,-121,1,False
680,-348860749438438747752528*theta_K^2 - 626160319504890060068640*theta_K + 1923206695622162327353680,-1006889057442610745398740612847824768*theta_K^2 + 5654363076055723048117832872654914816*theta_K - 6508500316945725336566069220595357824,x^3 + 11*x - 22,3,1,1,-18392,-121,1,False
681,-2443718277245638458826384050224960291968923694237023792,1470415230020165338638700397249609113766233830001867830035146760530596690374629248,x^3 + 11*x - 22,3,1,1,-18392,-24729001,1,False
682,-95305012812579899894228977958773451386788024075243927888*theta_K^2 - 171060279407194692117846883515747220437824658596591665440*theta_K + 525399429607812268647672570798366462773318594260960115280,1163098446945950782863212014224440808989090959531477453557801087579701982086331735168*theta_K^2 - 6531584451749574434233107164582763683349610672868296901016121910276910498644103119616*theta_K + 7518233071093105376459675131137251398686753572799550214969705386592940877885479345024,x^3 + 11*x - 22,3,1,1,-18392,-24729001,1,False
683,-4/3*theta_K^2 + 32/3*theta_K + 244/3,4816/27*theta_K^2 + 9632/27*theta_K - 21328/9,x^3 - x^2 - 18*x + 46,3,1,1,-18392,-121,1,False
684,-2443718277245638458826384050224960291968923694237023792,1470415230020165338638700397249609113766233830001867830035146760530596690374629248,x^3 - x^2 - 18*x + 46,3,1,1,-18392,-24729001,1,False
685,-3953484133125220/3*theta_K^2 + 25330620768435760/3*theta_K - 65804103476373916/3,-5813319206887506903966160/9*theta_K^2 + 37246888890161413371256480/9*theta_K - 290280860438526863932234736/27,x^3 - x^2 - 18*x + 90,3,1,1,-18392,-121,1,False
686,-17148186968438510966476361129209203058739513731232143678459584*theta_K^2 - 191826410834841588787723376842386879008506499608531276738705920*theta_K - 535868074335704859241438917431125170168084266474702101502548800,485974398690445866353309642713666357382164992229737189616973317148545326346074382821072129024*theta_K^2 + 3055836911547639281732666787425958027749487409140878097919773991481239791391153348667691319296*theta_K + 2314772755144329971789049369658986963891683452157129976530738449636051470658413724295028126720,x^3 - x^2 - 18*x + 90,3,1,1,-18392,-24729001,1,False
687,-theta_K^2 - 26/3*theta_K - 55/3,130/27*theta_K^2 + 28*theta_K + 1058/27,x^3 - x^2 - 24*x - 30,3,3,0,18492,x^3 + 61874*x^2 - 648845099*x - 452984832000,3,True
688,-163531/3*theta_K^2 + 683222/3*theta_K + 1362305/3,1040268326/27*theta_K^2 - 169476556*theta_K - 9004573562/27,x^3 - x^2 - 24*x - 30,3,3,0,18492,x^3 + 61874*x^2 - 648845099*x - 452984832000,3,True
689,-7817104/3*theta_K^2 + 43013312/3*theta_K - 45140800/3,-169672936064/27*theta_K^2 + 933618768256/27*theta_K - 108866289920/3,x^3 - x^2 - 19*x + 26,3,3,0,18541,x^3 + 38148297*x^2 + 4373314634837*x - 10971830038822912,3,True
690,-36104896/3*theta_K^2 + 198644464/3*theta_K - 208461920/3,-1684024523392/27*theta_K^2 + 3088756511360/9*theta_K - 9724585993472/27,x^3 - x^2 - 19*x + 26,3,3,0,18541,x^3 + 38148297*x^2 + 4373314634837*x - 10971830038822912,3,True
691,-1097343868/3*theta_K^2 - 3391754329/3*theta_K + 6974285546/3,-348847038032306/27*theta_K^2 - 1078243097890778/27*theta_K + 246348268401820/3,x^3 - x^2 - 19*x + 26,3,3,0,18541,x^3 + 1651084818844677*x^2 - 6495341699692438722420883*x - 57879535519633961092022272,3,True
692,-41713/3*theta_K^2 - 128996/3*theta_K + 264812/3,81844174/27*theta_K^2 + 252933454/27*theta_K - 520334932/27,x^3 - x^2 - 19*x + 26,3,3,0,18541,x^3 + 1651084818844677*x^2 - 6495341699692438722420883*x - 57879535519633961092022272,3,True
693,-19710884376568211264974047659703176944*theta_K^2 - 65686841567616025918012639327882288160*theta_K - 455433078346967002890149727006844375024,680016057408727928828900962993574982280343229830177473664/3*theta_K^2 + 2266164522534244716791595838160622862242599977393687265920/3*theta_K + 15712222655323234044480222695741717156255849124911610247424/3,x^3 + 12*x - 77,3,1,1,-18555,x^3 - 2683400*x^2 + 1541086192*x - 2133237982617,3,False
694,-2138933909/3*theta_K^2 + 7314694852/3*theta_K - 58339735732/3,-1248661095966118/27*theta_K^2 + 4270152926242618/27*theta_K - 34057414327285268/27,x^3 - x^2 + 19*x + 66,3,1,1,-18555,x^3 - 45435*x^2 - 1924413*x - 5386984777,3,False
695,-8454416/9*theta_K^2 + 28912288/9*theta_K - 25621715,-19905395728/9*theta_K^2 + 204216542240/27*theta_K - 1628767754150/27,x^3 - x^2 + 19*x + 66,3,1,1,-18555,x^3 - 45435*x^2 - 1924413*x - 5386984777,3,True
696,-19653440/3*theta_K^2 + 54201520/3*theta_K - 12415472,-2136741194240/27*theta_K^2 - 6338462650880/27*theta_K + 11846328324736/27,x^3 - x^2 + 15*x - 20,3,1,1,-18755,-121,1,True
697,-322587676985585/3*theta_K^2 - 32215679281590*theta_K - 4964417576205041/3,48432222260902105010440/27*theta_K^2 + 14510259230903241173480/27*theta_K + 745340856456322562693306/27,x^3 - x^2 + 15*x - 20,3,1,1,-18755,-24729001,1,True
698,-560/9*theta_K^2 - 848/9*theta_K - 5392/3,71552/81*theta_K^2 + 107648/81*theta_K + 685696/27,x^3 - x^2 + 25*x - 72,3,1,1,-18859,x^3 - 4753*x^2 + 3604480*x - 1073741824,3,True
699,-2853680/9*theta_K^2 - 4282448/9*theta_K - 27373072/3,-34679321728/81*theta_K^2 - 52133523328/81*theta_K - 332490743168/27,x^3 - x^2 + 25*x - 72,3,1,1,-18859,x^3 - 295185964192666649541649*x^2 + 7019501360250946140349311483904*x - 42149613140444322651883832220156166144,3,True
700,-11094912*theta_K^2 + 391256576/3*theta_K - 73868464,-10121955403264/9*theta_K^2 + 65978025927680/27*theta_K - 28556757421952/27,x^3 - x^2 + 17*x - 10,3,1,1,-19043,x^3 + 208*x^2 + 11000*x + 15625,3,True
701,-296148833645101056,-53720962492138205969645568,x^3 + 24*x - 28,3,1,1,-19116,6912,1,False
702,-236958546538045755275998324064256,1402430499059198640273946836476248598327687380992,x^3 + 24*x - 28,3,1,1,-19116,790272,1,False
703,-296148833645101056,-53720962492138205969645568,x^3 + 6*x - 26,3,1,1,-19116,6912,1,False
704,-89152/3*theta_K^2 - 205184/3*theta_K - 1007104/3,82936832/9*theta_K^2 + 190879744/9*theta_K + 312310784/3,x^3 + 6*x - 26,3,1,1,-19116,790272,1,True
705,-296148833645101056,-53720962492138205969645568,x^3 - 12*x - 134,3,1,1,-19116,6912,1,False
706,-236958546538045755275998324064256,1402430499059198640273946836476248598327687380992,x^3 - 12*x - 134,3,1,1,-19116,790272,1,False
707,-88735952/15*theta_K^2 - 412505312/15*theta_K - 2538758096/15,2106953716096/45*theta_K^2 + 29383679792128/135*theta_K + 60280480296448/45,x^3 + 7*x - 133,3,1,1,-19159,x^3 - 350686*x^2 + 90958357*x - 1381352948353,3,True
708,-9375320749886639503177957957434604959044901488989479843430484972810682732305823484617444967795331715856223477871552344182797623743226005070024686076780790201607316360693092466522636320370240/3*theta_K^2 + 213764748779217325365926150585592912365510259459855126565841726182431221319693354702150596621016998214385338503138573600851629057962653050658695217023564996750492227245523016056895752361328576/3*theta_K - 812481394109411548929475152342813275761819543339276523575617328132470027416631144503567315271814002502177356753998671303396427583567976229218633328729769821563448061580547970439129203031565584/3,81015889960506457273517676381721649865710539704563522154305220889824751514429008513180219449931034336600580831846429718508041395347011455362042416103757610432615583725218948912144358882540542641480700090332568429298956606952909795223719808070148815194690000267154531853540645112365926656/9*theta_K^2 - 740428003757251243694977088482058974034293726837934877672553440800928065964235758376278933528594646947662047416971465541138424906405056629407548954678285092771921139932890949287740302657112960297050095189739844232819883995928784318149863038719652986730178246773385529463732049615241424640/9*theta_K + 5060060961198596028204217035068353100113298484260115492218044775963601008238895101171667247334938490251551571253216301241257409015520017377775228919647381317100782699417156603932973800653977393025857765128221700495276788620245547254190088167296014518353608638082885249534150391798522460288/27,x^3 - x^2 + 4*x - 108,3,1,1,-19239,-121,1,True
709,-30852142960339907675071925494540540073599021925253435468771300716030977907816121427144683000472266119923258784429278977432772618112076652/3*theta_K^2 - 180595791333924104675081852385293903850310606467075788185244679360398631329790349770329734042850081862725907161246115692298927960449938636/3*theta_K + 1587033815674437500932778881539915276894996352932903636714448489368126083357677073971221328178132896672275608951393082857496727745960370767/3,-66351024412754786743541813107217455305664185226514146116294915648845302995104088519913510969370117530601512058985296344581796310150133733160162559457541241279768428133467932000668699763405630430203193721236/9*theta_K^2 + 315464965631776522112271284147501387406472011623932469985651671608025575984787373631310980932995065396277260803439438048568850776847576698741577840670875415998563093086172129934588603409373689772436192798412/9*theta_K + 62435658097827422020134331576513132755145176449349125113216460255208420027137830432554470143092183292623397879157356816426398506549331691835420796187443785834544430419721572286042288305254766728640716684674/27,x^3 - x^2 + 4*x - 108,3,1,1,-19239,-24729001,1,True
710,-701623203*theta_K^2 - 11824815872/3*theta_K - 7493534032/3,1948664872001840/27*theta_K^2 + 10947281040440840/27*theta_K + 6937420829999752/27,x^3 - 28*x - 20,3,3,0,19252,x^3 + 576739*x^2 + 1909575107*x + 91917033697,3,True
711,39936*theta_K^2 + 86576/3*theta_K - 2368384/3,-109152208/9*theta_K^2 - 234994096/27*theta_K + 2155502768/9,x^3 - x^2 - 21*x + 34,3,3,0,19261,x^3 - 1836655011231*x^2 + 261925071647851899435099*x + 222085963829385580478464,3,True
712,-18882183760/3*theta_K^2 + 109896714944/3*theta_K - 133190307136/3,39636548854597760/27*theta_K^2 - 76896587917129856/9*theta_K + 279586523589015296/27,x^3 - x^2 - 21*x + 34,3,3,0,19261,x^3 - 107441979371657*x^2 - 718314880833867256594779*x + 703113238633580778921132032,3,True
713,-112/3*theta_K^2 - 464/3*theta_K - 368/3,-7552/27*theta_K^2 - 26752/9*theta_K - 175616/27,x^3 - x^2 - 46*x - 103,3,3,0,19321,x^3 - 6455*x^2 + 7323992*x + 5841725401,3,True
714,-304*theta_K^2 + 4672/3*theta_K + 22720/3,-110464/27*theta_K^2 + 20736*theta_K + 933760/9,x^3 - x^2 - 46*x - 103,3,3,0,19321,x^3 - 6455*x^2 + 7323992*x + 5841725401,3,True
715,1024/3*theta_K^2 - 4208/3*theta_K - 34336/3,118016/27*theta_K^2 - 159872/9*theta_K - 3935104/27,x^3 - x^2 - 46*x - 103,3,3,0,19321,x^3 - 6455*x^2 + 7323992*x + 5841725401,3,True
716,440176/3*theta_K^2 - 2518720/3*theta_K - 5887296,2030079104/27*theta_K^2 - 12582156032/27*theta_K - 85406144896/27,x^3 - x^2 - 46*x - 103,3,3,0,19321,x^3 - 8314582150217865*x^2 + 212601096909360584007519362*x + 116521533897329537640279891001,3,True
717,-57872/3*theta_K^2 - 420752/3*theta_K - 251072,-110413952/9*theta_K^2 - 2377496576/27*theta_K - 4183092224/27,x^3 - x^2 - 46*x - 103,3,3,0,19321,x^3 - 8314582150217865*x^2 + 212601096909360584007519362*x + 116521533897329537640279891001,3,True
718,553984/3*theta_K^2 - 2262128/3*theta_K - 18516256/3,2777295104/27*theta_K^2 - 3779208320/9*theta_K - 92813156224/27,x^3 - x^2 - 46*x - 103,3,3,0,19321,x^3 - 8314582150217865*x^2 + 212601096909360584007519362*x + 116521533897329537640279891001,3,True
719,-701447841*theta_K^2 + 82587914*theta_K + 35744700503/3,35716614677778*theta_K^2 - 12616150915996/3*theta_K - 16380557012364014/27,x^3 - 17*x - 2,3,3,0,19544,x^3 + 213299*x^2 - 182155933*x + 22737343537,3,True
720,-14639152147919461933056*theta_K^2 - 53751126718292415160320*theta_K - 3124818415857475104768,-13025535018758076193951785605922816*theta_K^2 - 47918015849083796119999612006170624*theta_K - 2783712146958408577610902665166848,x^3 - x^2 - 17*x - 1,3,3,0,19604,-208,1,False
721,-809764032109255170110152704*theta_K^2 - 2979091027848053648339656704*theta_K - 173064891113022235767238656,-169673616836445152580731680051644625059840*theta_K^2 - 624222772971189634572570610288567652450304*theta_K - 36263090020268876276275881712347657535488,x^3 - x^2 - 17*x - 1,3,3,0,19604,-208,1,False
722,-5158255710544824833621832499200000000*theta_K^2 - 18977105526010079998693957632000000000*theta_K - 1102723699484369513437621862400000000,28254689679668227148077617242334711793582080000000000000*theta_K^2 + 103947926512384375437423150712261341161717760000000000000*theta_K + 6038664457457451155830276699377318238617600000000000000,x^3 - x^2 - 17*x - 1,3,3,0,19604,1168128,1,False
723,-3663533885330131273879142400000000,85285847856188844796699056555007672320000000000000,x^3 - x^2 - 17*x - 1,3,3,0,19604,1168128,1,False
724,-106819065823971719857851641951524174364860105415223363187040256*theta_K^2 - 392211590194445356186977913443546872602113943629339488924344320*theta_K - 22801196454459790931610625536924780980697295888617076361146368,-2661183712183120531875133338314048054419428916561564082043830846823152636295160504317469261824*theta_K^2 - 9789896776913561802573902737821744307224810473650883517041263991733913805607703765804526862336*theta_K - 568726690629122220374241485785057667044604492427226097860619879639241585513945860223189123072,x^3 - x^2 - 17*x - 1,3,3,0,19604,-368484688,1,False
725,-5908691744832813656809795117677809563120361202665521566790590357504*theta_K^2 - 21737851849878562733689334332283163386410043038955327927473184661504*theta_K - 1262821084774897149005206317591769616414664693168075257066403065856,-34665191476748957182233234195980048450926232894009220347349435417546189601944140128807305532090613760*theta_K^2 - 127531918943249413884685446656814359733694938429356539922639539580604132781619720502689747296878329856*theta_K - 7408735562600397876541543391345593624365039378853084770098816425086082520130077387690108740574380032,x^3 - x^2 - 17*x - 1,3,3,0,19604,-368484688,1,False
726,-1384/3*theta_K^2 - 856*theta_K + 7696,-814592/27*theta_K^2 + 44032*theta_K + 27404416/27,x^3 - x^2 - 18*x + 68,3,1,1,-19723,-121,1,True
727,-8299073704/3*theta_K^2 + 50758441784/3*theta_K - 110304855376/3,-49720614975712256/27*theta_K^2 + 101366370542172160/9*theta_K - 220282625897490560/9,x^3 - x^2 - 18*x + 68,3,1,1,-19723,-121,1,True
728,1284979/6*theta_K^2 + 8039077/6*theta_K + 3747386/3,-1187870672/3*theta_K^2 - 946063520/27*theta_K + 274993144682/27,x^3 - x^2 - 18*x + 68,3,1,1,-19723,-24729001,1,True
729,-8299121506277/6*theta_K^2 + 44292286948687/2*theta_K + 149508168648078,1912698559332491283304/27*theta_K^2 + 4107467018564482943696/27*theta_K - 3227840628208487611358/3,x^3 - x^2 - 18*x + 68,3,1,1,-19723,-24729001,1,True
730,-2007843435132510091166780269332849615930435946360/3*theta_K^2 + 10905967689717211948545858594089706847635315553880/3*theta_K + 19934892598712499894283541152677000184755106117424/3,4745992613610156550391457674965932975049807570835322674861700835511305856/27*theta_K^2 - 25778724168955525536908239736972611698711912256148255639930690127535912192/27*theta_K - 47120632737769158184670694487771391832497567731555484354964385258958339968/27,x^3 - x^2 - 34*x - 44,3,3,0,19749,x^3 - 892595*x^2 + 1573973667*x - 3974344704,3,True
731,-176/3*theta_K^2 - 352*theta_K - 1232/3,-15824/9*theta_K^2 - 30944/3*theta_K - 301888/27,x^3 - x^2 - 34*x - 44,3,3,0,19749,x^3 - 933031*x^2 - 33739379245*x + 77265229938688,3,True
732,-14576/3*theta_K^2 - 28512*theta_K - 93392/3,-11371280/9*theta_K^2 - 7423520*theta_K - 218304064/27,x^3 - x^2 - 34*x - 44,3,3,0,19749,x^3 + 53491486780235*x^2 - 103152373630020529905397*x + 637219786278948426853285888,3,True
733,-296148833645101056,-53720962492138205969645568,x^3 - 36*x - 18,3,3,0,19764,6912,1,False
734,987162778817003520*theta_K^2 - 592297667290202112*theta_K - 35834008871057227776,-1987675612209113620876886016*theta_K^2 + 966977324858487707453620224*theta_K + 70857949527130293673962504192,x^3 - 36*x - 18,3,3,0,19764,6912,1,False
735,-6499062852651171423952815783936*theta_K^2 + 36129000214701908066335577751552*theta_K + 27726804978554475565459546705920,45280847454557358066552656793452950838282551296*theta_K^2 - 273312458753672036051840182068895429889904082944*theta_K - 56639168225186006578743004788905364404040105984,x^3 - 36*x - 18,3,3,0,19764,x^3 + 199422192*x^2 - 41775445248*x + 566019739648,3,True
736,-2880362253330346297812019526983680*theta_K^2 + 16511269979302488435292459058307072*theta_K + 9044603030438184523259055421624320,-470692755485012039679138668507571518064179060146176*theta_K^2 + 2698179505928605935530803066992994262929747240550400*theta_K + 1478007627266689673317333093219705943797854497144832,x^3 - 36*x - 18,3,3,0,19764,x^3 + 199422192*x^2 - 41775445248*x + 566019739648,3,True
737,-236958546538045755275998324064256,1402430499059198640273946836476248598327687380992,x^3 - 36*x - 18,3,3,0,19764,790272,1,False
